gene_id	E04C01	E04C02	E04C03	E04C04	E04C05	E04C06	E04C07	E04C08	E04C09	E04C10	E04C11	E04C12
LOC124903357	2	1	6	0	0	3	1	0	0	0	0	0
FOXN3	2259	2177	2217	1977	2285	1482	2579	2226	1336	2242	2291	2170
LOC101928817	0	0	6	3	1	3	4	1	0	0	5	0
FOXN3-AS1	60	39	65	52	75	28	69	78	73	76	70	63
LOC107984635	0	1	0	0	0	0	0	0	0	0	0	0
FOXN3-AS2	0	0	0	0	0	0	0	3	3	0	0	0
LOC105370617	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370616	0	0	0	0	0	0	2	2	0	0	0	0
EFCAB11	381	372	384	351	383	217	418	378	357	365	357	356
LOC124903358	0	0	0	0	0	0	0	0	3	0	0	2
TDP1	484	478	483	458	514	292	567	449	467	389	454	548
LOC124903406	2	0	0	0	0	0	2	0	0	0	0	0
KCNK13	3	0	0	0	0	0	0	0	0	0	3	0
PSMC1	1041	1042	1046	774	1047	627	1194	1030	752	959	931	1153
NRDE2	568	596	595	443	596	328	674	551	498	538	473	505
LOC105370618	0	3	1	0	0	1	0	0	0	5	0	0
CALM1	10329	11057	11247	9912	11768	7634	13445	11425	10987	10857	10389	11449
LINC02317	0	0	0	0	2	0	0	0	0	0	0	0
LINC00642	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903359	0	1	1	0	1	0	3	0	0	0	1	0
LOC105370619	1	0	0	0	0	0	0	0	0	0	0	2
TTC7B	112	148	106	109	121	77	160	154	136	122	114	156
TTC7B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370622	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903360	2	3	0	2	0	0	0	0	0	0	0	0
LINC02321	6	8	10	11	3	5	10	25	31	19	11	13
RPS6KA5	272	340	263	272	269	193	348	275	181	275	243	249
DGLUCY	826	971	1024	835	838	571	1153	970	1022	993	982	912
SNORA11B	0	1	1	0	0	0	3	0	0	0	0	6
GPR68	53	96	101	69	66	58	105	83	150	94	50	80
CCDC88C	505	573	598	439	499	296	588	605	418	571	480	573
LOC107984673	0	0	1	0	0	0	0	4	0	0	0	0
LOC105370624	6	14	7	4	6	2	10	4	7	2	6	5
CCDC88C-DT	4	1	1	2	1	1	3	1	0	4	2	1
LOC112268126	3	6	2	2	0	0	3	0	5	1	2	7
LOC124903361	1	4	1	0	1	0	2	0	0	4	0	5
PPP4R3A	2034	2014	2008	1773	1951	1283	2354	2129	1650	1849	1841	2023
LOC101928957	0	0	2	0	0	0	2	0	7	0	0	2
CATSPERB	0	0	0	0	0	2	0	0	0	0	0	0
LOC124903436	0	0	0	0	0	0	0	0	0	0	0	0
TC2N	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903362	0	0	0	0	0	0	0	0	0	0	0	0
FBLN5	373	473	464	410	450	283	504	462	346	399	452	397
TRIP11	1254	1263	1330	1083	1281	813	1597	1452	831	1271	1255	1303
LOC124903363	6	0	11	5	7	11	6	5	9	10	9	9
ATXN3	373	398	409	305	412	274	481	379	385	340	329	388
NDUFB1	1091	1024	1077	846	1106	645	1128	900	1398	856	943	1111
CPSF2	1893	1918	1776	1686	2041	1175	2346	1984	1192	1843	1638	1916
LOC105370627	0	0	0	0	0	0	1	0	0	0	0	0
SLC24A4	0	0	0	0	3	0	0	0	0	0	2	0
RIN3	1417	1536	1653	1376	1426	843	1708	1533	1446	1517	1552	1728
LOC124903365	13	12	7	0	9	4	10	3	3	7	4	11
LOC124903364	5	6	7	0	3	4	4	7	0	7	4	0
LGMN	4158	4337	4075	3497	3959	2411	5230	4567	4093	3747	4012	4216
GOLGA5	1755	1962	1884	1674	1826	1282	2438	1866	1407	1738	1645	1766
LINC02833	0	0	0	0	0	0	0	0	0	0	0	0
LINC02287	0	0	0	0	0	0	0	0	0	0	0	0
CHGA	0	0	0	0	0	0	0	0	0	0	0	0
ITPK1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903366	0	0	0	0	0	0	0	0	0	0	0	0
ITPK1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MOAP1	0	0	0	0	0	0	0	0	0	0	0	0
LYSET	0	0	0	0	0	0	0	0	0	0	0	0
GON7	0	0	0	0	0	0	0	0	0	1	0	0
UBR7	0	0	0	0	0	0	0	0	0	0	0	0
BTBD7	0	0	0	0	0	0	0	0	0	0	0	0
UNC79	0	0	0	0	0	0	0	0	0	0	0	0
COX8C	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903367	0	0	0	0	0	0	0	0	0	0	0	0
PRIMA1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370631	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0	0	0	0	0	0	0
ASB2	0	0	0	0	0	0	0	0	0	0	0	0
MIR4506	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984663	0	0	0	0	0	0	0	0	0	0	0	0
CCDC197	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903368	0	0	0	0	0	0	0	0	0	0	0	0
OTUB2	0	0	0	0	0	0	0	0	0	0	0	0
DDX24	0	0	0	0	0	0	0	0	0	0	0	0
IFI27L1	0	0	0	0	0	0	0	0	0	0	0	0
IFI27	0	0	0	0	0	0	0	0	0	0	0	0
IFI27L2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370634	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R4	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA2	2	0	0	0	0	0	0	0	1	0	1	0
SERPINA1	22419	23164	24041	21590	25215	16352	29144	25239	27386	21619	21855	21535
SERPINA11	157	150	164	87	126	79	164	121	140	137	111	138
LOC105370635	2	8	9	1	5	2	1	7	4	9	1	0
SERPINA9	0	0	0	3	0	5	0	1	1	0	1	0
SERPINA12	22	31	30	39	36	24	32	13	17	11	13	31
LOC124903410	40	13	25	26	35	17	30	9	50	22	29	25
SERPINA4	1086	1210	1305	1040	1129	835	1275	1248	1085	1190	1160	1184
SERPINA5	526	590	696	541	583	347	703	548	380	507	476	555
LOC112268127	0	1	2	1	4	0	0	4	0	6	3	3
LOC124903411	1	6	7	1	3	1	4	5	5	7	0	0
SERPINA3	37	60	51	53	39	24	80	42	40	47	37	56
SERPINA13P	0	0	0	0	0	0	0	0	0	0	0	0
GSC	9	10	5	8	5	5	15	10	2	2	6	4
GSC-DT	0	0	0	2	0	0	2	0	0	0	0	0
LOC107984693	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903369	0	0	0	0	0	0	0	2	0	0	0	0
LOC124903370	0	0	0	0	0	0	0	0	0	0	0	0
LINC02279	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984646	0	0	0	0	0	0	0	0	0	0	0	0
DICER1	2344	2365	2381	1905	2264	1417	2617	2198	1018	2068	1802	2213
MIR3173	0	0	0	0	0	0	0	0	0	0	0	0
DICER1-AS1	37	68	49	39	34	22	54	64	78	46	35	38
CLMN	814	977	1019	889	963	629	1147	951	661	958	904	870
LOC105370637	0	0	1	0	0	0	0	0	0	0	0	0
LINC02292	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903371	0	0	1	0	0	0	0	2	0	0	0	0
LOC107984710	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370638	0	0	0	0	0	0	0	3	0	0	0	0
LOC105370639	0	0	2	0	0	0	0	0	0	0	0	0
LOC105370640	0	0	0	0	0	0	1	0	0	0	0	0
SYNE3	711	741	823	762	653	404	873	763	534	881	715	670
LOC101929107	3	3	0	1	0	0	2	0	0	15	0	0
SNHG10	112	152	155	97	103	88	194	117	164	107	108	159
SCARNA13	0	0	0	0	0	0	0	0	0	0	0	0
GLRX5	1814	1580	1580	1417	1526	1010	1849	1471	1774	1504	1473	1694
LINC02318	0	0	1	0	0	0	0	0	0	0	0	0
LOC105370643	0	0	0	0	0	0	0	0	0	0	0	0
TCL6	0	0	0	0	0	0	2	6	0	0	7	0
LOC124903372	0	0	0	0	0	0	3	0	0	0	0	0
TCL1B	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903373	0	0	0	0	0	0	0	0	0	0	0	0
TCL1A	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984703	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370644	0	0	0	0	0	0	0	0	0	0	0	0
TUNAR	0	0	0	0	0	0	0	0	0	0	0	0
C14orf132	43	33	15	29	24	8	13	13	17	10	16	5
LOC124903374	0	0	0	0	0	0	0	0	0	0	0	0
BDKRB2	177	159	217	186	260	124	237	218	139	214	241	210
BDKRB1	3	14	16	20	15	16	5	17	24	7	18	20
LOC124903375	4	3	1	1	1	0	3	0	2	2	0	0
ATG2B	1027	1211	1103	954	1148	746	1208	1104	700	1099	923	1058
GSKIP	820	873	740	678	802	494	996	749	711	710	663	733
AK7	15	23	16	19	23	22	32	14	37	28	20	53
LOC124903276	0	0	0	0	0	0	0	0	0	0	0	0
PAPOLA-DT	34	39	32	30	43	14	42	44	47	48	41	30
PAPOLA	7231	7724	7354	6645	7403	4943	8858	7765	5656	6789	6447	7652
LOC105370645	0	0	0	0	0	0	0	0	0	0	0	0
LINC02299	0	3	0	0	0	0	0	0	0	0	0	0
VRK1	404	399	357	342	340	202	532	364	372	361	283	381
LINC00618	2	5	2	0	1	0	4	18	6	5	0	0
LOC124903376	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370647	8	3	0	0	0	0	0	2	4	0	0	0
LINC02304	0	0	0	0	0	0	0	0	0	0	0	0
LINC02325	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903378	0	0	0	0	0	0	0	0	0	0	0	0
LINC02291	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903377	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370650	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370651	0	0	0	0	0	0	0	0	0	0	0	0
LINC02312	0	0	0	0	0	0	0	0	0	0	0	0
LINC01550	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984706	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370655	0	0	0	0	0	0	0	0	0	0	1	0
LOC105370654	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370653	0	0	0	0	0	0	0	0	0	0	0	0
LINC02295	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987207	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370656	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370657	0	0	0	0	0	0	0	0	0	0	0	0
LINC02914	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903403	0	0	0	0	0	0	0	0	0	1	1	0
LOC105370658	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984696	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370659	0	0	0	0	0	0	0	0	0	0	0	0
BCL11B	10	14	9	13	17	14	23	3	13	20	25	20
LOC124903412	0	0	1	0	0	0	1	0	0	0	0	0
LOC105370660	1	0	7	0	2	0	7	2	8	0	0	6
SETD3	2616	2729	2761	2194	2615	1610	3437	2591	2205	2503	2531	2516
CCNK	437	481	419	346	424	284	570	433	275	355	419	451
CCDC85C	3323	3273	3343	2935	2985	1761	3502	3273	2086	3098	2912	3255
LOC105370661	0	1	0	3	0	0	1	0	0	0	1	0
HHIPL1	317	290	302	283	272	167	342	327	240	260	238	306
CYP46A1	3	4	1	2	14	4	7	2	10	8	3	16
EML1	129	132	129	87	120	63	123	114	97	104	96	115
LOC102724682	1	1	4	2	1	4	0	0	5	1	6	5
EVL	50	67	56	43	47	30	53	53	27	35	32	78
LOC124903379	0	0	0	0	2	0	6	2	0	5	1	0
MIR151B	0	0	0	0	0	0	0	0	4	0	0	0
MIR342	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903381	0	4	3	1	3	0	0	0	0	0	0	0
DEGS2	142	169	142	188	196	82	154	168	141	149	134	217
LOC124903380	1	1	1	0	0	0	0	0	3	0	0	0
YY1	4042	4242	4134	3698	3920	2369	4748	4252	3466	4134	3907	4325
MIR6764	0	0	0	2	0	0	5	2	0	0	0	0
SLC25A29	662	749	714	517	550	333	641	550	656	502	548	607
MIR345	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A47	2	8	10	0	3	3	4	0	2	6	5	0
WARS1	849	997	946	765	860	570	1242	905	867	840	754	1034
WDR25	100	85	99	81	86	61	102	115	96	97	124	89
LOC105370664	2	1	0	0	0	0	0	0	0	0	0	0
LOC124903383	2	4	6	0	1	0	0	0	0	5	2	1
BEGAIN	22	24	19	23	18	6	18	41	25	17	18	3
LOC124903382	10	9	4	6	6	4	4	6	0	10	5	8
LOC124903384	0	3	0	0	6	0	0	0	0	0	4	0
LINC00523	2	1	0	0	5	0	3	3	3	0	2	0
LOC105370668	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903385	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370669	0	0	0	0	0	0	0	0	0	0	0	0
DLK1	0	0	0	0	0	0	0	0	0	0	0	0
MIR2392	0	0	0	0	0	0	0	0	0	0	0	0
MEG3	3	11	11	0	2	8	9	0	2	0	7	0
MIR770	0	0	0	0	0	0	0	0	0	0	0	0
MIR493	0	0	0	0	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	0	0	0	0	0
MIR665	0	0	0	0	0	0	0	0	0	0	0	0
RTL1	0	0	0	0	0	0	0	0	0	0	0	0
MIR431	0	0	0	0	0	0	0	0	0	0	0	0
MIR433	0	0	0	0	0	0	0	0	0	0	0	0
MIR127	0	0	0	0	0	0	0	0	0	0	0	0
MIR432	0	0	0	0	0	0	0	0	0	0	0	0
MIR136	0	0	0	0	0	0	0	0	0	0	0	0
MEG8	0	0	0	0	0	0	0	0	0	0	0	0
SNORD112	0	0	0	0	0	0	0	0	0	0	0	0
MIR370	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-3	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-5	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-8	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-9	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903418	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-10	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-11	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-12	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-13	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-14	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-15	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903419	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903420	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-21	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-23	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-25	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903422	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903421	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903407	0	0	0	0	1	0	0	0	0	0	0	0
MIR379	0	0	0	0	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	0	0	0	0	0	0
MIR299	0	0	0	0	0	0	0	0	0	0	0	0
MIR380	0	0	0	0	0	0	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0	0	0	0	0	0	0
MIR758	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR494	0	0	0	0	0	0	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0	0	0	0	0	0	0
MIR543	0	0	0	0	0	0	0	0	0	0	0	0
MIR495	0	0	0	0	0	0	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0	0	0	0	0
MIR654	0	0	0	0	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0	0	0	0	0
MIR300	0	0	0	0	0	0	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR381HG	0	0	0	0	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0	0	0	0	0	0	0
MIR539	0	0	0	0	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0	0	0	0	0
MIR544A	0	0	0	0	0	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	0	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0	0	0	0	0	0	0
MIR382	0	0	0	0	0	0	0	0	0	0	0	0
MIR134	0	0	0	0	0	0	0	0	0	0	0	0
MIR668	0	0	0	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	0	0	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0	0	0	0	0	0	0
MIR154	0	0	0	0	0	0	0	0	0	0	0	0
MIR496	0	0	0	0	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0	0	0	0	0
MIR541	0	0	0	0	0	0	0	0	0	0	0	0
MIR409	0	0	0	0	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	0	0	0	0	0	0	0
MIR656	0	0	0	0	0	0	0	0	0	0	0	0
MEG9	0	0	0	0	0	0	0	0	0	0	0	0
LOC105370670	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903386	0	0	0	0	0	0	0	0	0	0	0	0
LINC02285	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903435	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903387	24	23	28	12	19	20	22	15	19	18	17	20
LOC107984697	0	0	0	0	0	0	0	0	0	0	0	0
LINC00524	0	0	0	0	0	0	0	0	1	0	0	0
LINC02314	0	0	0	0	2	0	0	0	0	0	0	0
LINC03117	30	54	99	47	41	28	51	68	56	46	29	39
LOC105370673	26	37	30	26	27	19	41	34	27	32	34	41
LOC105370674	0	0	0	0	0	0	0	0	0	0	0	0
DIO3OS	248	337	382	198	259	210	240	270	353	184	193	322
MIR1247	0	0	0	0	0	0	0	0	0	0	0	0
DIO3	51	48	55	35	48	25	50	81	37	56	35	53
LOC105370675	0	0	0	0	0	0	0	0	0	0	0	0
LINC02320	41	38	26	33	21	9	31	41	32	11	17	22
LINC00239	29	45	36	17	21	29	35	30	58	41	35	39
PPP2R5C	2660	2729	2535	2398	2898	1800	3534	2834	2325	2425	2486	2625
LOC107984658	226	247	274	202	220	152	339	251	198	233	214	249
LOC124903388	29	11	27	24	24	20	47	22	20	64	27	24
DYNC1H1	8692	8797	9486	8037	8390	4983	10215	8732	6154	10612	9972	10170
LOC107984661	1	3	1	0	5	0	0	8	0	1	2	8
HSP90AA1	19875	19142	18084	15550	18274	12023	23088	19304	15855	17318	16615	20678
WDR20	622	615	755	665	669	397	718	667	578	654	594	651
LOC105370677	56	45	41	25	26	17	63	33	45	15	32	19
MOK	199	221	168	162	163	120	227	157	200	205	155	201
TRI-AAT5-4	0	0	0	0	0	0	0	0	0	0	0	0
ZNF839	396	451	479	316	373	220	474	388	397	396	338	347
CINP	691	640	618	608	710	420	712	741	807	594	636	677
LOC124903427	0	1	0	0	0	0	0	0	0	0	0	0
TECPR2	302	298	384	285	299	224	326	311	291	295	307	387
LOC124903389	0	3	0	0	0	0	7	1	2	0	0	0
ANKRD9	2836	3021	2918	2808	2829	1594	3174	3318	3248	2999	3024	2954
LOC105370679	3	10	13	18	11	3	16	10	4	10	8	7
LOC105370680	10	15	7	5	7	10	10	9	12	2	10	4
MIR4309	0	0	2	0	0	0	0	0	0	0	1	0
LINC02323	39	38	23	49	20	25	38	28	36	25	29	14
RCOR1	1745	1966	1842	1568	1866	1164	2209	1896	1169	1769	1742	1763
LOC124903390	25	40	24	24	23	26	45	35	34	27	35	25
TRAF3	1064	1051	975	848	923	599	1259	1076	900	947	941	1002
LOC124903426	0	0	0	0	0	0	0	0	0	0	0	3
AMN	6636	6838	7152	6365	6499	3997	7392	6803	7637	7181	6986	6998
CDC42BPB	4178	4664	4777	3785	4246	2781	5054	4759	3933	4475	4376	4948
LBHD2	0	0	0	0	0	0	0	3	0	0	0	0
EXOC3L4	793	919	995	647	788	509	892	794	917	735	673	731
LINC00677	1	2	2	1	0	0	4	0	0	0	1	0
TNFAIP2	428	431	498	326	402	256	474	437	387	307	326	466
LOC105370685	0	0	0	3	0	0	2	0	0	0	0	0
LINC00605	0	2	0	0	0	0	0	0	4	0	0	0
LOC124903391	0	0	0	0	0	0	0	0	0	6	0	0
LOC105370686	0	1	0	0	0	0	0	0	0	0	0	0
LOC105378183	1	0	0	0	0	0	0	0	0	0	0	0
EIF5-DT	15	18	16	18	25	8	19	24	14	9	14	28
EIF5	6858	7540	7315	6418	7130	4855	8328	7292	5439	6515	6175	6925
SNORA28	5	8	0	3	0	2	3	1	3	5	7	10
MARK3	1514	1544	1556	1361	1485	966	1932	1516	1566	1431	1455	1784
LOC112268130	4	15	14	10	6	11	16	3	13	2	16	10
CKB	61305	62535	54498	54745	56500	32109	74864	66118	72568	57169	60870	62194
TRMT61A	702	794	761	631	648	390	876	835	708	748	757	833
LOC124903392	29	33	42	32	44	18	53	30	30	37	17	15
BAG5	1371	1347	1359	1197	1389	882	1754	1423	1014	1369	1284	1377
COA8	740	695	758	655	723	457	909	785	896	794	771	839
LOC105370688	1	3	1	0	0	0	0	0	0	0	0	2
KLC1	2531	2594	2525	2252	2316	1517	3078	2585	2365	2570	2607	2808
XRCC3	595	632	625	513	567	328	685	710	730	535	484	639
ZFYVE21	761	711	745	595	621	412	841	754	835	605	666	733
PPP1R13B	516	613	610	453	572	322	655	518	476	479	493	522
LOC124900347	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R13B-DT	1	4	7	3	8	2	3	2	0	0	1	0
LOC105370689	4	6	1	8	5	1	5	5	0	4	4	1
ATP5MJ	2131	2079	1952	1825	1917	1242	2409	1984	2517	1970	1825	1937
TDRD9	0	0	1	0	0	1	1	0	0	0	3	0
RD3L	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903408	0	0	0	0	0	0	0	0	0	0	1	0
ASPG	21	17	19	15	31	9	32	16	6	44	20	13
MIR203A	0	0	2	0	1	0	0	0	0	0	0	0
MIR203B	0	0	0	0	0	0	0	0	0	0	0	0
KIF26A-DT	0	0	0	0	0	0	0	0	0	0	0	0
KIF26A	577	608	689	664	591	358	645	587	520	646	583	788
LOC124903393	0	0	1	0	0	0	6	0	1	2	0	5
LINC02691	0	0	1	0	0	2	0	0	0	0	0	0
LOC124903394	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903395	0	0	0	0	0	0	0	0	0	0	0	0
C14orf180	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0	0	0	0	0	0	0
LINC02280	13	17	5	6	9	1	10	2	20	5	4	1
MIR4710	0	0	0	0	0	0	0	5	5	0	1	0
INF2	5003	5619	5598	4758	4865	2978	5881	5164	5340	5250	5187	5242
ADSS1	102	106	71	30	72	58	89	68	99	42	67	35
LOC124903396	2	1	7	1	0	1	1	0	0	0	0	0
LOC107984670	0	1	0	3	0	3	1	4	5	2	1	4
LOC107987209	79	133	148	105	114	57	111	135	89	110	71	131
SIVA1	136	136	160	117	102	74	160	105	230	171	122	144
LOC102723342	120	116	132	105	123	86	152	109	135	125	123	149
AKT1	4649	4766	4765	4013	4099	2668	5435	4560	4259	4305	4411	4715
ZBTB42	727	749	706	674	796	377	829	783	536	732	811	746
LINC00638	40	75	73	52	44	42	80	60	28	84	81	103
LOC124903397	20	37	24	17	9	18	25	41	23	18	12	11
CEP170B	3114	3717	3413	2882	2908	1853	3767	3430	2476	3257	3100	3062
MIR12121	0	0	0	0	0	0	0	0	0	0	0	0
PLD4	0	3	3	0	1	1	0	12	0	0	1	0
AHNAK2	162	211	192	216	191	112	163	201	80	199	184	239
CLBA1	76	65	51	40	76	28	77	77	72	111	47	49
CDCA4	511	464	459	442	406	247	631	536	533	440	413	584
LOC124903398	1	3	9	0	2	1	0	0	0	0	1	0
GPR132	11	7	13	10	3	7	9	7	7	8	5	2
LINC02298	70	60	110	61	62	44	115	68	97	68	64	28
JAG2	1286	1447	1401	1245	1311	782	1547	1342	1425	1395	1261	1484
MIR6765	0	0	0	0	0	0	0	0	0	0	0	0
NUDT14	728	689	749	687	684	370	809	645	866	789	732	681
BRF1	843	1000	890	788	911	499	895	912	939	854	815	889
BTBD6	484	508	564	461	510	332	609	628	578	508	544	556
PACS2	1613	1666	1708	1348	1388	896	1689	1604	1549	1565	1539	1689
TEX22	24	40	22	20	21	13	19	8	15	17	12	6
MTA1-DT	78	77	51	62	64	44	77	69	51	86	81	55
MTA1	2695	2945	2965	2212	2481	1629	3235	2980	2893	2522	2255	2932
CRIP2	29	16	34	22	39	10	37	21	17	20	33	34
CRIP1	1698	1727	1793	1552	1485	884	1967	1735	2296	1759	1838	1706
TEDC1	233	220	234	178	208	125	239	247	294	261	215	241
TMEM121	15	15	11	11	4	3	5	9	7	17	5	4
LOC105370697	0	0	4	0	0	0	0	0	0	5	0	0
LOC105370698	0	0	0	0	0	0	0	0	0	0	0	0
MIR8071-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR8071-2	0	0	0	0	0	0	0	0	0	0	0	0
ELK2AP	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378184	0	0	0	0	0	0	0	0	0	0	0	0
MIR4539	0	0	0	0	0	0	0	0	0	0	0	0
MIR4507	0	0	0	0	0	0	0	0	0	0	0	0
MIR4538	0	0	0	0	0	0	0	0	0	0	0	0
